"sample_id","taxa","NO_ORIGI","NO_BLOC","Hauteur_5","Hauteur_10","DHP_10","Hauteur_20","DHP_20","ewBAI_PrevAutSMI","ewBAI_PrevAutTXx","ewBAI_Prev_LFR","ewBAI_EFD","ewBAI_TNn_Win","lwBAI_EFD","WR_PrevAutTXx","ewWD_SMI_Sum","ewWD_TXx_Sum","ewWD_TNn_Win","ewWD_Prev_WTD","ewWD_Prev_SMI_Spr","ewWD_Prev_TXx_Sum","lwWD_SMI_Sum","lwWD_Prev_SMI_Spr","lwWD_Prev_WTD","lwWD_Prev_TXx_Sum","Resistance_lw_percentage_det_2011","Recovery_lw_percentage_det_2011","Resilience_lw_percentage_det_2011","Resistance_lw_percentage_det_2013","Recovery_lw_percentage_det_2013","Resilience_lw_percentage_det_2013","Resistance_lw_percentage_det_2016","Recovery_lw_percentage_det_2016","Resilience_lw_percentage_det_2016","Resistance_BAI_ew_det_2011","Recovery_BAI_ew_det_2011","Resilience_BAI_ew_det_2011","Resistance_BAI_ew_det_2013","Recovery_BAI_ew_det_2013","Resilience_BAI_ew_det_2013","Resistance_BAI_ew_det_2016","Recovery_BAI_ew_det_2016","Resilience_BAI_ew_det_2016","Resistance_BAI_lw_det_2011","Recovery_BAI_lw_det_2011","Resilience_BAI_lw_det_2011","Resistance_BAI_lw_det_2013","Recovery_BAI_lw_det_2013","Resilience_BAI_lw_det_2013","Resistance_BAI_lw_det_2015","Recovery_BAI_lw_det_2015","Resilience_BAI_lw_det_2015","Resistance_ew_avg_density_det_2010","Recovery_ew_avg_density_det_2010","Resilience_ew_avg_density_det_2010","Resistance_ew_avg_density_det_2012","Recovery_ew_avg_density_det_2012","Resilience_ew_avg_density_det_2012","Resistance_ew_avg_density_det_2015","Recovery_ew_avg_density_det_2015","Resilience_ew_avg_density_det_2015","Resistance_lw_avg_density_det_2010","Recovery_lw_avg_density_det_2010","Resilience_lw_avg_density_det_2010","Resistance_lw_avg_density_det_2012","Recovery_lw_avg_density_det_2012","Resilience_lw_avg_density_det_2012","Resistance_lw_avg_density_det_2015","Recovery_lw_avg_density_det_2015","Resilience_lw_avg_density_det_2015"
"782702","EPRxEPN","20908","11",165,410,48,760,116,-0.243053168199758,0.187661295211632,-0.115139400889987,-0.061274435415742,-0.20302030879621,-0.161019905314785,0.188645972456301,-0.0188785628123017,0.0705084796687687,0.555384793760032,-0.476938681343343,-0.192962753654836,0.159381560255974,-0.246562946214408,0.330952689719468,-0.22216355507596,-0.13666910126963,0.857798349460087,1.19289416286659,1.02326264398753,0.802563819437531,0.998226801642344,0.80114071459099,1.34564707113045,0.68551359174569,0.922459356952705,0.978522305898345,1.25498623209081,1.22803202169617,1.1006064039389,0.736674501794863,0.810788674293928,0.930018049004389,1.33179302880536,1.23859155432721,0.827199698120396,1.56090894202353,1.29118340563529,0.76745809687379,0.676198483345905,0.518954001137592,0.954428053894894,1.50630696407203,1.43766162428759,1.08089179280983,1.06197837278997,1.14788370729022,0.918846987388645,0.984206071644959,0.904334783900583,1.04267576528392,0.982145598274652,1.02405941330125,1.01735703058244,0.957472691410484,0.974091574197147,1.06206011056726,0.908932990378389,0.965341472259498,1.12658466644098,0.945368169866899,1.06503728431342
"782704","EPN","20914","11",173,450,60,790,116,0.864266308974352,0.167260779712219,-0.555038405809541,0.113505479931795,0.000888829862274847,-0.418469799377441,0.16530268697974,-0.264100558276022,0.174300761436987,0.691520934190518,-0.763152075315512,0.341068629302768,-0.354223226776479,-0.446509034081967,0.439871064141396,0.159275548922776,-0.0486319697305826,1.1380899011508,0.841593548904888,0.957809118882319,1.31292944839094,0.666689775809816,0.875316639601863,1.43422197628567,0.595543752971597,0.854141938351511,1.07108097127341,1.22033852477982,1.30708137240353,0.8395859206233,1.21227374268661,1.01780796630099,0.902065800839504,0.978556391326104,0.882722254808197,1.25131081397444,0.999405450421509,1.25056684765743,1.05666404388163,0.858396234434403,0.907036436330223,0.883328709250202,1.4018909053251,1.23833048391042,1.17975815864925,0.932511550757599,1.10013811004095,1.04388543476032,0.891517379327345,0.930642007115503,1.11286867070091,0.880332682650806,0.979694662316166,1.04146037161829,0.945417687372368,0.984615056025329,1.06850814204632,0.961726586691656,1.02761268830245,1.05277790818919,1.02691106851499,1.08110928660754
"782705","EPN","20914","11",159,360,57,720,111,0.295544357973562,0.0690079440850159,-0.798978104231088,-0.201667093835074,0.324807255103196,0.0790537017727558,-0.304954450106355,-0.464405011275131,0.339034918784137,0.0793042742291808,-0.64078230669603,0.27516792958237,-0.38612672288102,-0.00866208170252339,-0.290087629507346,-0.219599864010784,-0.204905919143365,0.874053357209133,0.493607608136197,0.431439387035413,2.36880891656293,0.680511213525031,1.61200103041915,1.20476635307776,1.33052387704318,1.6029703990282,0.758007217093889,2.54100155675484,1.92609751866698,0.786651500112298,1.00289750957855,0.788930830368854,0.980300595276354,0.952863595586963,0.934092749971067,0.664959569106392,1.16281657631362,0.773226009535273,1.58364428821579,0.628339088726048,0.995065608923718,1.3891974638316,0.894472300928282,1.24259865191719,1.07004492749207,0.983384258668582,1.05226533776387,1.09289238280577,0.829505053101733,0.906559754033783,1.00218405952615,1.02312468999291,1.02535925521852,0.980436490733501,1.03512698715494,1.01487627074973,0.994462424688044,0.931879478101954,0.926719125310299,1.03852030534722,0.948084466491959,0.984604969636189
"782706","EPNxEPR","20903","11",174,405,44,860,116,0.0254110022673266,-0.563054628596771,-0.45409328720371,-0.345963520539525,0.742450548064467,0.141957912381042,0.291628016491924,-0.184468623746825,0.0949755555115043,0.570405340251329,-0.314489047585646,-0.246786002560901,0.165285929906988,-0.629554835952502,0.852975255820481,-0.139477508325417,-0.539818564299459,0.168618820330023,6.49597380596824,1.0953434400571,0.857635534026657,0.879232165995212,0.754060748216718,1.15340442913422,0.899952899395184,1.03800966017459,0.83108721368058,1.07691786942286,0.89501267146147,0.963321282502845,0.908452374706347,0.875131506694873,1.10052341031114,0.948050318449879,1.04335156960702,0.131730324530425,9.38524139269997,1.23632089445675,0.852662463819835,1.08246009522558,0.922973091781693,0.843188563338508,1.07899097119465,0.90979284685684,1.08511351129115,1.08398411303817,1.17624580708267,0.94001750969152,0.943847237413583,0.887232929642737,1.05230113974041,0.971467378005378,1.02227622909569,1.01265331466098,0.835073456967684,0.845639904183731,1.2684055977335,0.892802949317971,1.13243625858789,1.05505456287596,1.0335074254133,1.09040672494849
"782707","EPNxEPR","20903","11",175,430,66,820,140,-0.0133960326088635,-0.795307614378477,0.157121347491009,0.0153529108882369,0.53001510597211,-0.0777394934342213,0.108230537643957,-0.0657852786880494,0.226305541873823,-0.0451989028732143,0.166551733822406,0.368428176277006,-0.503765142748879,-0.572307483433368,0.171062209646033,0.33006829209367,-0.331999446109894,0.75830628204647,2.09995436405381,1.5924085862729,0.423231095646936,1.90937644015995,0.808107482771343,0.661448540306517,1.30579984916495,0.863719404162624,0.582574789442168,0.891865623526468,0.51957842783664,1.07982319160516,0.874850216123945,0.944683552551424,0.959586540145389,0.650157833900063,0.623882706380583,0.464740971486441,2.44484856634112,1.1362212978586,0.447153137221959,1.15522009216654,0.516560288394108,2.11792717603893,0.592957273602052,1.25584032399173,1.02965247116455,0.895768500653303,0.922330250289036,1.07291670913847,1.03580684736588,1.1113344739789,0.975696318277681,1.00336523617027,0.978979766819148,0.951842759119072,0.948375316111834,0.902704177568311,1.14351065430541,0.936799290350252,1.07123996946126,0.92175015221019,1.10937823806978,1.02256955979949
"782708","EPNxEPR","20903","11",195,445,61,830,136,0.160964380404225,0.114587077636706,-0.32758970386428,0.0331039946283393,-0.0567481557541785,-0.808912129197902,-0.102361620633451,0.124405052956248,-0.0971006223559527,-0.0954255587405411,-0.0123581007438003,0.352473255729623,-0.653008301050177,-0.448498563356645,0.367781934670733,-0.451014271661637,-0.0525559719175204,1.04300681035624,0.925876465373263,0.965695458932874,0.73694709662102,0.856107234912652,0.630905741165128,1.15986411516275,1.14291826849784,1.32562988619459,0.737115474631135,1.26087548853479,0.929410834182088,1.15246189679655,0.995565538595691,1.14735134899527,1.17363972360596,0.859251133979747,1.00845126339209,0.776654594250595,1.14868068377913,0.892128130383978,0.713637792577354,1.17843939828845,0.840978890880755,0.725547987296278,1.37059357313957,0.99443140839263,0.897348923673917,0.886707968089823,0.795686440778488,1.10840069974263,0.987065812362187,1.09406443711428,1.06493766857578,0.943962311582649,1.00526102332023,1.29868158557675,0.949890176989473,1.23360488117647,1.0337164683795,0.929293315488617,0.960625804175573,1.08737747093736,0.957837884242782,1.04153133613591
"782709","EPNxEPR","20904","11",131,420,48,790,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128334774642044,5.65406627431018,0.725613321124777,0.0879222832809888,6.69168921186369,0.588348594513816,NA,NA,NA,1.11951846040244,0.979921223792533,1.09703989977589,0.994743811503794,0.887700259240634,0.883034339349934,NA,NA,NA,0.12564075953373,6.82216279513858,0.857141715243963,0.0763318237946511,11.4950446700787,0.877437724268094,0.639024130975053,1.05978574760119,0.677228666380598,0.930225868451487,1.10395595450038,1.0269283865073,0.9285060357731,1.04325559753367,0.968669119164088,NA,NA,NA,1.2088612123023,0.771525255731894,0.932666955965901,1.4421713507496,0.706941729689587,1.01953110920769,NA,NA,NA
"782710","EPNxEPR","20922","11",200,445,61,870,146,-0.0992677832366623,0.010094600532407,-0.18716692718821,-0.564303271471885,0.343162756273687,-0.265383632611956,-0.55319470931918,-0.643562577987018,0.650131823849847,0.0489915670499983,-0.26318350874758,0.382715470089137,-0.603933045988092,-0.162211695675946,0.0937230705352226,-0.0268306237055245,0.411849364869821,1.19450536885517,0.0821938094868309,0.0981809467186788,12.866735740643,0.695924064834661,8.95427103778168,0.0919993421832063,14.0014285542267,1.28812221661402,0.924717993677832,1.35194969812693,1.25017221240528,0.982341449552231,0.83263512411334,0.817931994769601,1.1577986541434,0.802578074600507,0.929223814617464,1.10769219183014,0.0938932882240813,0.104004862231072,12.9505881446447,0.05140687897908,0.665749317459659,12.0795824449474,0.0958009297950556,1.15723522976199,0.962347232828418,0.962006864350103,0.925784643869265,1.19773074235514,0.848007665928596,1.01568485123551,0.977688726267358,1.00795909920692,0.985470247833206,1.26757852633084,0.961684876522967,1.21901109857764,0.93492480211166,1.04100882030444,0.973264965319618,1.03321517855358,1.04617903705876,1.08092806057368
"782711","EPNxEPR","20922","11",234,515,82,980,153,0.196503544759316,0.0673334367483275,-0.162475792970665,-0.435035961313726,0.288526933677521,0.103251652076477,0.259158297221303,-0.219652495053606,0.246029361097476,0.81700579597897,-0.724349987020518,0.250490255259017,-0.475067662423334,0.203531211414981,0.38162811704818,-0.212115205639399,-0.200849738294896,0.707843149496662,1.31200644399857,0.928694773479864,0.716676815704814,0.89798173694303,0.643562691793408,1.34051704144405,1.1455417055699,1.53561817800134,0.875403985353148,1.0896454407165,0.95387996142511,0.985430395973523,1.09227896533103,1.07636489331971,1.27080955690152,0.708642323818346,0.900549437533256,0.556764707100728,1.52896006320553,0.851271001759339,0.639993413817278,1.57250530451555,1.00639303808269,0.681847200188113,1.70114032342212,1.15991776665247,1.0881933740664,0.884048398398887,0.96201560949168,1.05603972388862,0.805621629750531,0.850768443440453,1.18246303508648,0.907319925978054,1.07287227346645,1.08934028672997,0.888116284425701,0.967460847925852,1.0077394257261,1.03322218178704,1.04121872812154,1.05125947244761,0.959447207943576,1.0086279656641
"782712","EPNxEPR","20922","11",160,440,75,830,129,0.270267854623642,0.0871234454075864,-0.738647553362746,-0.0886713647119648,0.0516973981795665,0.288214073977141,0.627350086327854,-0.388300354751767,0.310122936282093,0.915847843176904,-0.503273239034097,0.617655111629073,-0.191577805966335,-0.219756141914544,0.0202784928568943,-0.0540372253998723,0.111530228295565,6.56517798199245,0.630601882537753,4.14001359463984,0.835947817317021,0.834926696421098,0.697955149492928,1.55627243064662,0.925898971694006,1.44095104321144,0.882445222659691,1.84469892082036,1.62784574992341,1.03040466220412,0.933970779217366,0.962367845267988,0.769281005450877,1.30896262442744,1.00696008381716,8.47193587287122,1.05551007229385,8.94221364564315,0.641090296341682,1.29144690394102,0.827934078357097,0.690353395380707,1.12450327111549,0.776304651331293,1.20009768502344,0.858000991490524,1.02968500363559,1.09377074861282,0.903494019114918,0.988215329654525,1.13740077119453,0.93555363647256,1.06409942761774,0.848407461824559,1.26630011091961,1.07433846301346,0.998139014224288,0.91458679089409,0.912884757885582,1.05017235009196,0.987069386177452,1.0365929769858
